sezione;col1;col2;col3;col4;col5
10 - Rifiuti provenienti da processi termici;476.968;26.595;104.235;607.798;
11 - Rifiuti prodotti dal trattamento chimico superficiale e dal rivestimento di metalli ed altri materiali. Idrometallurgia non ferrosa;205.421;27.486;75.222;308.129;
12 - Rifiuti prodotti dalla lavorazione e dal trattamento fisico e meccanico superficiale di metalli e plastica;435.669;18.142;25.007;478.818;
13 - Oli esauriti e residui di combustibili liquidi (tranne oli commestibili, voci 05 e 12);574.146;94.934;129.165;798.245;
14 - Solventi organici, refrigeranti e propellenti di scarto (tranne le voci 07 e 08);34.776;5.813;2.671;43.260;
15 - Rifiuti di imballaggio. Assorbenti, stracci, materiali filtranti e indumenti protettivi non specificati altrimenti;106.441;28.596;27.772;162.809;
16 - Rifiuti non specificati altrimenti nell'elenco;1.015.626;346.758;542.372;1.904.756;
17 - Rifiuti delle attivita' di costruzione e demolizione (compreso il terreno proveniente da siti contaminati);539.757;106.343;140.580;786.680;
18 - Rifiuti prodotti dal settore sanitario e veterinario o da attivita' di ricerca collegate (tranne i rifiuti di cucina e di ristorazione che non derivino direttamente da cure sanitarie);76.382;36.589;50.987;163.958;
19 - Rifiuti prodotti da impianti di gestione dei rifiuti, impianti di trattamento delle acque reflue fuori sito, nonche' dalla potabilizzazione dell'acqua e dalla sua preparazione per uso industriale;1.605.399;433.914;420.010;2.459.323;
20 - Rifiuti urbani (rifiuti domestici e assimilabili prodotti da attivita' commerciali e industriali nonche' dalle istituzioni) inclusi i rifiuti della raccolta differenziata;10.250;787;7.207;18.244;
Totale;6.210.198;1.218.746;1.668.171;9.097.115;
